INPUT:input	OUTPUT:result	GOLDEN:result	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started
Творческая франшиза Гарри Поттера, кто более могущественный волшебник, Дамблдор или Волдеморт, почему?	"{""label"":""Aspect""\,""offset"":45\,""length"":24\,""segment"":""могущественный волшебник""},{""label"":""Object1""\,""offset"":71\,""length"":8\,""segment"":""Дамблдор""},{""label"":""Object2""\,""offset"":84\,""length"":9\,""segment"":""Волдеморт""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63ef64b976b5361eee6ee2ed	000016521d--63eca3f20dee0e72fb99babb	000016521d--63ef64b976b5361eee6ee2ed	3b3a0c5c761f50ae205a52aee0a3572e	APPROVED	2023-02-17T11:27:53.955
										
Дешевле ли покупать тур на Галапагосские острова дома или в Эквадоре?	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":68\,""segment"":""Дешевле ли покупать тур на Галапагосские острова дома или в Эквадоре""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63ef655f289a056bcd958902	000016521d--63eca3e60dee0e72fb99ba4c	000016521d--63ef655f289a056bcd958902	3b3a0c5c761f50ae205a52aee0a3572e	APPROVED	2023-02-17T11:30:39.218
Каковы лучшие шансы окончить аспирантуру по математике через три или четыре года?	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":80\,""segment"":""Каковы лучшие шансы окончить аспирантуру по математике через три или четыре года""}"	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":80\,""segment"":""Каковы лучшие шансы окончить аспирантуру по математике через три или четыре года""}"			https://sandbox.toloka.yandex.com/task/1462813/000016521d--63ef655f289a056bcd958902	000016521d--63eca43b0dee0e72fb99bd5f	000016521d--63ef655f289a056bcd958902	3b3a0c5c761f50ae205a52aee0a3572e	APPROVED	2023-02-17T11:30:39.218
В чем разница в производительности микроядра по сравнению с монолитным ядром?	"{""label"":""Aspect""\,""offset"":16\,""length"":18\,""segment"":""производительности""},{""label"":""Object1""\,""offset"":35\,""length"":9\,""segment"":""микроядра""},{""label"":""Object2""\,""offset"":60\,""length"":16\,""segment"":""монолитным ядром""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63ef655f289a056bcd958902	000016521d--63eca4200dee0e72fb99bc42	000016521d--63ef655f289a056bcd958902	3b3a0c5c761f50ae205a52aee0a3572e	APPROVED	2023-02-17T11:30:39.218
Лучше ли путешествовать поездом или самолетом, когда на востоке США есть риск выпадения снега?	"{""label"":""Aspect""\,""offset"":9\,""length"":14\,""segment"":""путешествовать""},{""label"":""Object1""\,""offset"":24\,""length"":7\,""segment"":""поездом""},{""label"":""Object2""\,""offset"":36\,""length"":9\,""segment"":""самолетом""},{""label"":""Aspect""\,""offset"":73\,""length"":20\,""segment"":""риск выпадения снега""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63ef655f289a056bcd958902	000016521d--63eca4180dee0e72fb99bc02	000016521d--63ef655f289a056bcd958902	3b3a0c5c761f50ae205a52aee0a3572e	APPROVED	2023-02-17T11:30:39.218
Какой велосипед лучше для поездок на работу, а также для случайных длительных поездок по улице 220 или royal enfield?	"{""label"":""CommonObj""\,""offset"":6\,""length"":9\,""segment"":""велосипед""},{""label"":""Aspect""\,""offset"":26\,""length"":17\,""segment"":""поездок на работу""},{""label"":""Aspect""\,""offset"":57\,""length"":37\,""segment"":""случайных длительных поездок по улице""},{""label"":""Object1""\,""offset"":95\,""length"":3\,""segment"":""220""},{""label"":""Object2""\,""offset"":103\,""length"":13\,""segment"":""royal enfield""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63ef655f289a056bcd958902	000016521d--63eca3e70dee0e72fb99ba4e	000016521d--63ef655f289a056bcd958902	3b3a0c5c761f50ae205a52aee0a3572e	APPROVED	2023-02-17T11:30:39.218
Чем Хиллари Клинтон лучше Дональда Трампа?	"{""label"":""Object1""\,""offset"":4\,""length"":15\,""segment"":""Хиллари Клинтон""},{""label"":""Object2""\,""offset"":26\,""length"":15\,""segment"":""Дональда Трампа""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63ef655f289a056bcd958902	000016521d--63eca4350dee0e72fb99bd35	000016521d--63ef655f289a056bcd958902	3b3a0c5c761f50ae205a52aee0a3572e	APPROVED	2023-02-17T11:30:39.218
Какой колледж или университет в Канаде является лучшим для получения степени магистра или доктора философии в области электротехники?	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":132\,""segment"":""Какой колледж или университет в Канаде является лучшим для получения степени магистра или доктора философии в области электротехники""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63ef655f289a056bcd958902	000016521d--63eca40d0dee0e72fb99bbac	000016521d--63ef655f289a056bcd958902	3b3a0c5c761f50ae205a52aee0a3572e	APPROVED	2023-02-17T11:30:39.218
По состоянию на март 2014 года, какая игровая консоль лучше на рынке - sony ps4 или microsoft xbox one?	"{""label"":""Aspect""\,""offset"":16\,""length"":14\,""segment"":""март 2014 года""},{""label"":""Object1""\,""offset"":71\,""length"":8\,""segment"":""sony ps4""},{""label"":""Object2""\,""offset"":84\,""length"":18\,""segment"":""microsoft xbox one""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63ef655f289a056bcd958902	000016521d--63eca3fb0dee0e72fb99bb18	000016521d--63ef655f289a056bcd958902	3b3a0c5c761f50ae205a52aee0a3572e	APPROVED	2023-02-17T11:30:39.218
Кто величайший французский классический трагик Расин или Корнель?	"{""label"":""CommonObj""\,""offset"":27\,""length"":19\,""segment"":""классический трагик""},{""label"":""Object1""\,""offset"":47\,""length"":5\,""segment"":""Расин""},{""label"":""Object2""\,""offset"":57\,""length"":7\,""segment"":""Корнель""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63ef655f289a056bcd958902	000016521d--63eca4270dee0e72fb99bcb3	000016521d--63ef655f289a056bcd958902	3b3a0c5c761f50ae205a52aee0a3572e	APPROVED	2023-02-17T11:30:39.218
Что лучше, светодиодные или ЖК-дисплеи?	"{""label"":""Object1""\,""offset"":11\,""length"":12\,""segment"":""светодиодные""},{""label"":""Object2""\,""offset"":28\,""length"":2\,""segment"":""ЖК""},{""label"":""CommonObj""\,""offset"":31\,""length"":7\,""segment"":""дисплеи""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63ef655f289a056bcd958902	000016521d--63eca3d30dee0e72fb99b9ae	000016521d--63ef655f289a056bcd958902	3b3a0c5c761f50ae205a52aee0a3572e	APPROVED	2023-02-17T11:30:39.218
										
Какое упражнение лучше с большим весом и меньшим количеством повторений или с меньшим весом и большим количеством повторений, как эти два упражнения повлияют на рост мышц?	"{""label"":""CommonObj""\,""offset"":6\,""length"":10\,""segment"":""упражнение""},{""label"":""Object1""\,""offset"":23\,""length"":48\,""segment"":""с большим весом и меньшим количеством повторений""},{""label"":""Object2""\,""offset"":76\,""length"":48\,""segment"":""с меньшим весом и большим количеством повторений""},{""label"":""Aspect""\,""offset"":161\,""length"":9\,""segment"":""рост мышц""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63ef66b0dd94a23ca9cceea0	000016521d--63eca4310dee0e72fb99bd18	000016521d--63ef66b0dd94a23ca9cceea0	3b3a0c5c761f50ae205a52aee0a3572e	APPROVED	2023-02-17T11:36:16.088
Девушки или парни-вегетарианцы встречаются чаще?	"{""label"":""Object1""\,""offset"":0\,""length"":7\,""segment"":""Девушки""},{""label"":""Object2""\,""offset"":12\,""length"":5\,""segment"":""парни""},{""label"":""CommonObj""\,""offset"":18\,""length"":12\,""segment"":""вегетарианцы""}"	"{""label"":""Object1""\,""offset"":0\,""length"":7\,""segment"":""Девушки""},{""label"":""Object2""\,""offset"":12\,""length"":5\,""segment"":""парни""},{""label"":""CommonObj""\,""offset"":18\,""length"":12\,""segment"":""вегетарианцы""},{""label"":""Aspect""\,""offset"":43\,""length"":4\,""segment"":""чаще""}"			https://sandbox.toloka.yandex.com/task/1462813/000016521d--63ef66b0dd94a23ca9cceea0	000016521d--63eca43c0dee0e72fb99bd65	000016521d--63ef66b0dd94a23ca9cceea0	3b3a0c5c761f50ae205a52aee0a3572e	APPROVED	2023-02-17T11:36:16.088
Должен ли я купить новый macbook pro 2016 или macbook pro 2015?	"{""label"":""Object1""\,""offset"":25\,""length"":16\,""segment"":""macbook pro 2016""},{""label"":""Object2""\,""offset"":46\,""length"":16\,""segment"":""macbook pro 2015""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63ef66b0dd94a23ca9cceea0	000016521d--63eca4130dee0e72fb99bbde	000016521d--63ef66b0dd94a23ca9cceea0	3b3a0c5c761f50ae205a52aee0a3572e	APPROVED	2023-02-17T11:36:16.088
Что лучше holiday inn или white christmas?	"{""label"":""Object1""\,""offset"":10\,""length"":11\,""segment"":""holiday inn""},{""label"":""Object2""\,""offset"":26\,""length"":15\,""segment"":""white christmas""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63ef66b0dd94a23ca9cceea0	000016521d--63eca3e70dee0e72fb99ba53	000016521d--63ef66b0dd94a23ca9cceea0	3b3a0c5c761f50ae205a52aee0a3572e	APPROVED	2023-02-17T11:36:16.088
Победят ли демократы или республиканцы на выборах 2016 года?	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":59\,""segment"":""Победят ли демократы или республиканцы на выборах 2016 года""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63ef66b0dd94a23ca9cceea0	000016521d--63eca4210dee0e72fb99bc58	000016521d--63ef66b0dd94a23ca9cceea0	3b3a0c5c761f50ae205a52aee0a3572e	APPROVED	2023-02-17T11:36:16.088
Что лучше для окружающей среды, настоящая или искусственная елка?	"{""label"":""Aspect""\,""offset"":14\,""length"":16\,""segment"":""окружающей среды""},{""label"":""Object1""\,""offset"":32\,""length"":9\,""segment"":""настоящая""},{""label"":""Object2""\,""offset"":46\,""length"":13\,""segment"":""искусственная""},{""label"":""CommonObj""\,""offset"":60\,""length"":4\,""segment"":""елка""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63ef66b0dd94a23ca9cceea0	000016521d--63eca3d40dee0e72fb99b9b2	000016521d--63ef66b0dd94a23ca9cceea0	3b3a0c5c761f50ae205a52aee0a3572e	APPROVED	2023-02-17T11:36:16.088
Чем коммунистическая страна лучше демократической?	"{""label"":""Object1""\,""offset"":4\,""length"":16\,""segment"":""коммунистическая""},{""label"":""CommonObj""\,""offset"":21\,""length"":6\,""segment"":""страна""},{""label"":""Object2""\,""offset"":34\,""length"":15\,""segment"":""демократической""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63ef66b0dd94a23ca9cceea0	000016521d--63eca4000dee0e72fb99bb48	000016521d--63ef66b0dd94a23ca9cceea0	3b3a0c5c761f50ae205a52aee0a3572e	APPROVED	2023-02-17T11:36:16.088
Собаки лучше людей?	"{""label"":""Object1""\,""offset"":0\,""length"":6\,""segment"":""Собаки""},{""label"":""Object2""\,""offset"":13\,""length"":5\,""segment"":""людей""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63ef66b0dd94a23ca9cceea0	000016521d--63eca3d80dee0e72fb99b9d2	000016521d--63ef66b0dd94a23ca9cceea0	3b3a0c5c761f50ae205a52aee0a3572e	APPROVED	2023-02-17T11:36:16.088
Какая лучшая цитата или однострочник в фильме на хинди и почему?	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":63\,""segment"":""Какая лучшая цитата или однострочник в фильме на хинди и почему""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63ef66b0dd94a23ca9cceea0	000016521d--63eca4160dee0e72fb99bbf6	000016521d--63ef66b0dd94a23ca9cceea0	3b3a0c5c761f50ae205a52aee0a3572e	APPROVED	2023-02-17T11:36:16.088
Что лучше обычных путеводителей lonelyplanet по сравнению с новой серией discover?	"{""label"":""CommonObj""\,""offset"":18\,""length"":13\,""segment"":""путеводителей""},{""label"":""Object1""\,""offset"":32\,""length"":12\,""segment"":""lonelyplanet""},{""label"":""Object2""\,""offset"":73\,""length"":8\,""segment"":""discover""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63ef66b0dd94a23ca9cceea0	000016521d--63eca4390dee0e72fb99bd4b	000016521d--63ef66b0dd94a23ca9cceea0	3b3a0c5c761f50ae205a52aee0a3572e	APPROVED	2023-02-17T11:36:16.088
										
Стоит ли читать обзоры книг на goodreads по сравнению с обзорами книг на Amazon?	"{""label"":""Object1""\,""offset"":16\,""length"":24\,""segment"":""обзоры книг на goodreads""},{""label"":""Object2""\,""offset"":56\,""length"":23\,""segment"":""обзорами книг на Amazon""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63ef674776b5361eee6eeeee	000016521d--63eca3f80dee0e72fb99bb02	000016521d--63ef674776b5361eee6eeeee	3b3a0c5c761f50ae205a52aee0a3572e	APPROVED	2023-02-17T11:38:47.489
Кто будет лучшим президентом Дональд Трамп или Хиллари Клинтон?	"{""label"":""Aspect""\,""offset"":10\,""length"":18\,""segment"":""лучшим президентом""},{""label"":""Object1""\,""offset"":29\,""length"":13\,""segment"":""Дональд Трамп""},{""label"":""Object2""\,""offset"":47\,""length"":15\,""segment"":""Хиллари Клинтон""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63ef674776b5361eee6eeeee	000016521d--63eca42a0dee0e72fb99bcdc	000016521d--63ef674776b5361eee6eeeee	3b3a0c5c761f50ae205a52aee0a3572e	APPROVED	2023-02-17T11:38:47.489
Какой из них правильный был или есть?	"{""label"":""Skip (grammar)""\,""offset"":0\,""length"":36\,""segment"":""Какой из них правильный был или есть""}"	"{""label"":""Skip (grammar)""\,""offset"":0\,""length"":36\,""segment"":""Какой из них правильный был или есть""}"			https://sandbox.toloka.yandex.com/task/1462813/000016521d--63ef674776b5361eee6eeeee	000016521d--63eca4400dee0e72fb99bd87	000016521d--63ef674776b5361eee6eeeee	3b3a0c5c761f50ae205a52aee0a3572e	APPROVED	2023-02-17T11:38:47.489
